rowid,annee,DEPARTEMENT,ecart_region,indicateur,valeur
729,2016,JURA,0.08,nombre_de_pieces_moyen,3.29
730,2018,JURA,0.08,nombre_de_pieces_moyen,3.29
731,2017,JURA,0.08,nombre_de_pieces_moyen,3.29
732,2016,COTES D ARMOR,0.07,nombre_de_pieces_moyen,3.14
733,2018,COTES D ARMOR,0.1,nombre_de_pieces_moyen,3.15
734,2017,COTES D ARMOR,0.08,nombre_de_pieces_moyen,3.14
735,2016,HAUTES PYRENEES,-0.02,nombre_de_pieces_moyen,3.19
736,2018,HAUTES PYRENEES,-0.01,nombre_de_pieces_moyen,3.18
737,2017,HAUTES PYRENEES,-0.02,nombre_de_pieces_moyen,3.18
738,2016,HERAULT,0.02,nombre_de_pieces_moyen,3.23
739,2018,HERAULT,0.02,nombre_de_pieces_moyen,3.21
740,2017,HERAULT,0.02,nombre_de_pieces_moyen,3.22
741,2016,SAONE ET LOIRE,0.02,nombre_de_pieces_moyen,3.23
742,2018,SAONE ET LOIRE,0.04,nombre_de_pieces_moyen,3.25
743,2017,SAONE ET LOIRE,0.03,nombre_de_pieces_moyen,3.24
744,2016,PYRENEES ATLANTIQUES,-0.05,nombre_de_pieces_moyen,3.17
745,2018,PYRENEES ATLANTIQUES,-0.03,nombre_de_pieces_moyen,3.12
746,2017,PYRENEES ATLANTIQUES,-0.03,nombre_de_pieces_moyen,3.15
747,2016,CHARENTE MARITIME,0.21,nombre_de_pieces_moyen,3.43
748,2017,CHARENTE MARITIME,0,nombre_de_pieces_moyen,3.18
749,2018,CHARENTE MARITIME,-0.03,nombre_de_pieces_moyen,3.12
750,2016,ORNE,-0.09,nombre_de_pieces_moyen,3.18
751,2018,ORNE,-0.1,nombre_de_pieces_moyen,3.18
752,2017,ORNE,-0.1,nombre_de_pieces_moyen,3.18
753,2016,SAVOIE,-0.1,nombre_de_pieces_moyen,3.07
754,2018,SAVOIE,-0.11,nombre_de_pieces_moyen,3.03
755,2017,SAVOIE,-0.08,nombre_de_pieces_moyen,3.07
756,2016,DEUX SEVRES,0.04,nombre_de_pieces_moyen,3.26
757,2018,DEUX SEVRES,0.09,nombre_de_pieces_moyen,3.24
758,2017,DEUX SEVRES,0.07,nombre_de_pieces_moyen,3.25
759,2016,AUDE,0.12,nombre_de_pieces_moyen,3.33
760,2017,AUDE,0.11,nombre_de_pieces_moyen,3.31
761,2018,AUDE,0.12,nombre_de_pieces_moyen,3.31
762,2016,DROME,0.13,nombre_de_pieces_moyen,3.3
763,2017,DROME,0.14,nombre_de_pieces_moyen,3.29
764,2018,DROME,0.14,nombre_de_pieces_moyen,3.28
765,2016,EURE,-0.01,nombre_de_pieces_moyen,3.26
766,2018,EURE,-0.03,nombre_de_pieces_moyen,3.25
767,2017,EURE,-0.03,nombre_de_pieces_moyen,3.25
768,2016,HAUT RHIN,-0.11,nombre_de_pieces_moyen,3.18
769,2018,HAUT RHIN,-0.08,nombre_de_pieces_moyen,3.19
770,2017,HAUT RHIN,-0.11,nombre_de_pieces_moyen,3.19
771,2016,LOIRET,-0.03,nombre_de_pieces_moyen,3.16
772,2017,LOIRET,-0.03,nombre_de_pieces_moyen,3.16
773,2018,LOIRET,-0.03,nombre_de_pieces_moyen,3.15
774,2016,VAUCLUSE,0.09,nombre_de_pieces_moyen,3.33
775,2018,VAUCLUSE,0.19,nombre_de_pieces_moyen,3.4
776,2017,VAUCLUSE,0.19,nombre_de_pieces_moyen,3.43
777,2016,INDRE,-0.01,nombre_de_pieces_moyen,3.18
778,2017,INDRE,-0.02,nombre_de_pieces_moyen,3.17
779,2018,INDRE,-0.02,nombre_de_pieces_moyen,3.16
780,2016,VOSGES,-0.08,nombre_de_pieces_moyen,3.21
781,2018,VOSGES,-0.07,nombre_de_pieces_moyen,3.2
782,2017,VOSGES,-0.1,nombre_de_pieces_moyen,3.2
783,2016,INDRE ET LOIRE,-0.15,nombre_de_pieces_moyen,3.04
784,2018,INDRE ET LOIRE,-0.15,nombre_de_pieces_moyen,3.03
785,2017,INDRE ET LOIRE,-0.15,nombre_de_pieces_moyen,3.04
786,2016,SARTHE,0.03,nombre_de_pieces_moyen,3.16
787,2018,SARTHE,0.04,nombre_de_pieces_moyen,3.15
788,2017,SARTHE,0.02,nombre_de_pieces_moyen,3.15
789,2016,ALLIER,0.05,nombre_de_pieces_moyen,3.22
790,2018,ALLIER,0.07,nombre_de_pieces_moyen,3.21
791,2017,ALLIER,0.07,nombre_de_pieces_moyen,3.22
792,2016,VENDEE,-0.03,nombre_de_pieces_moyen,3.1
793,2017,VENDEE,-0.04,nombre_de_pieces_moyen,3.09
794,2018,VENDEE,-0.02,nombre_de_pieces_moyen,3.09
795,2016,DOUBS,0.01,nombre_de_pieces_moyen,3.22
796,2017,DOUBS,0.01,nombre_de_pieces_moyen,3.22
797,2018,DOUBS,0,nombre_de_pieces_moyen,3.21
798,2016,HAUTE MARNE,-0.08,nombre_de_pieces_moyen,3.21
799,2018,HAUTE MARNE,-0.06,nombre_de_pieces_moyen,3.21
800,2017,HAUTE MARNE,-0.09,nombre_de_pieces_moyen,3.21
801,2016,VAR,0.02,nombre_de_pieces_moyen,3.26
802,2018,VAR,0,nombre_de_pieces_moyen,3.21
803,2017,VAR,0.01,nombre_de_pieces_moyen,3.25
804,2016,HAUTE VIENNE,-0.15,nombre_de_pieces_moyen,3.07
805,2017,HAUTE VIENNE,-0.11,nombre_de_pieces_moyen,3.07
806,2018,HAUTE VIENNE,-0.09,nombre_de_pieces_moyen,3.06
807,2016,PYRENEES ORIENTALES,0.08,nombre_de_pieces_moyen,3.29
808,2018,PYRENEES ORIENTALES,0.08,nombre_de_pieces_moyen,3.27
809,2017,PYRENEES ORIENTALES,0.08,nombre_de_pieces_moyen,3.28
810,2016,VAL DE MARNE,0.02,nombre_de_pieces_moyen,3.03
811,2018,VAL DE MARNE,-0.01,nombre_de_pieces_moyen,2.98
812,2017,VAL DE MARNE,0.01,nombre_de_pieces_moyen,3.01
813,2016,ARIEGE,0.16,nombre_de_pieces_moyen,3.37
814,2018,ARIEGE,0.18,nombre_de_pieces_moyen,3.37
815,2017,ARIEGE,0.17,nombre_de_pieces_moyen,3.37
816,2016,EURE ET LOIR,0.11,nombre_de_pieces_moyen,3.3
817,2018,EURE ET LOIR,0.11,nombre_de_pieces_moyen,3.29
818,2017,EURE ET LOIR,0.1,nombre_de_pieces_moyen,3.29
819,2016,HAUTS DE SEINE,-0.07,nombre_de_pieces_moyen,2.94
820,2018,HAUTS DE SEINE,-0.07,nombre_de_pieces_moyen,2.92
821,2017,HAUTS DE SEINE,-0.07,nombre_de_pieces_moyen,2.93
822,2016,YVELINES,0.14,nombre_de_pieces_moyen,3.15
823,2018,YVELINES,0.12,nombre_de_pieces_moyen,3.11
824,2017,YVELINES,0.13,nombre_de_pieces_moyen,3.13
825,2016,OISE,-0.03,nombre_de_pieces_moyen,3.27
826,2018,OISE,-0.01,nombre_de_pieces_moyen,3.25
827,2017,OISE,-0.03,nombre_de_pieces_moyen,3.26
828,2016,HAUTES ALPES,-0.09,nombre_de_pieces_moyen,3.15
829,2017,HAUTES ALPES,-0.08,nombre_de_pieces_moyen,3.16
830,2018,HAUTES ALPES,-0.05,nombre_de_pieces_moyen,3.16
831,2017,LOT,-0.01,nombre_de_pieces_moyen,3.19
832,2018,LOT,0,nombre_de_pieces_moyen,3.19
833,2016,CANTAL,0,nombre_de_pieces_moyen,3.17
834,2018,CANTAL,0.03,nombre_de_pieces_moyen,3.17
835,2017,CANTAL,0.02,nombre_de_pieces_moyen,3.17
836,2016,LOZERE,0.09,nombre_de_pieces_moyen,3.3
837,2017,LOZERE,0.09,nombre_de_pieces_moyen,3.29
838,2018,LOZERE,0.08,nombre_de_pieces_moyen,3.27
839,2016,BOUCHES DU RHONE,0.03,nombre_de_pieces_moyen,3.27
840,2018,BOUCHES DU RHONE,0.03,nombre_de_pieces_moyen,3.24
841,2017,BOUCHES DU RHONE,0.03,nombre_de_pieces_moyen,3.27
842,2016,NIEVRE,-0.06,nombre_de_pieces_moyen,3.15
843,2018,NIEVRE,-0.05,nombre_de_pieces_moyen,3.16
844,2017,NIEVRE,-0.06,nombre_de_pieces_moyen,3.15
845,2016,PARIS,-0.31,nombre_de_pieces_moyen,2.7
846,2018,PARIS,-0.29,nombre_de_pieces_moyen,2.7
847,2017,PARIS,-0.3,nombre_de_pieces_moyen,2.7
848,2016,MOSELLE,0.1,nombre_de_pieces_moyen,3.39
849,2017,MOSELLE,0.14,nombre_de_pieces_moyen,3.44
850,2018,MOSELLE,0.09,nombre_de_pieces_moyen,3.36
851,2016,LOT,-0.01,nombre_de_pieces_moyen,3.2
852,2016,CORSE DU SUD,0.02,nombre_de_pieces_moyen,3.44
853,2018,CORSE DU SUD,0.03,nombre_de_pieces_moyen,3.41
854,2016,SEINE SAINT DENIS,0.05,nombre_de_pieces_moyen,3.06
855,2018,SEINE SAINT DENIS,0.05,nombre_de_pieces_moyen,3.04
856,2017,SEINE SAINT DENIS,0.05,nombre_de_pieces_moyen,3.05
857,2016,HAUTE CORSE,-0.01,nombre_de_pieces_moyen,3.41
858,2018,HAUTE CORSE,-0.02,nombre_de_pieces_moyen,3.36
859,2016,GERS,-2,moyenne_d_annee_de_construction,1983
860,2018,GERS,-2,moyenne_d_annee_de_construction,1985
861,2017,GERS,-3,moyenne_d_annee_de_construction,1984
862,2016,LOT ET GARONNE,-1,moyenne_d_annee_de_construction,1983
863,2018,LOT ET GARONNE,2,moyenne_d_annee_de_construction,1988
864,2017,LOT ET GARONNE,1,moyenne_d_annee_de_construction,1987
865,2016,ISERE,1,moyenne_d_annee_de_construction,1983
866,2017,ISERE,2,moyenne_d_annee_de_construction,1985
867,2018,ISERE,2,moyenne_d_annee_de_construction,1985
868,2016,LOIRE,-5,moyenne_d_annee_de_construction,1977
869,2018,LOIRE,-5,moyenne_d_annee_de_construction,1978
870,2017,LOIRE,-5,moyenne_d_annee_de_construction,1978
871,2016,ALPES MARITIMES,2,moyenne_d_annee_de_construction,1984
872,2018,ALPES MARITIMES,3,moyenne_d_annee_de_construction,1986
873,2017,ALPES MARITIMES,2,moyenne_d_annee_de_construction,1984
874,2016,MAYENNE,-4,moyenne_d_annee_de_construction,1981
875,2018,MAYENNE,-4,moyenne_d_annee_de_construction,1982
876,2017,MAYENNE,-1,moyenne_d_annee_de_construction,1985
877,2016,CHARENTE,-2,moyenne_d_annee_de_construction,1982
878,2018,CHARENTE,-2,moyenne_d_annee_de_construction,1984
879,2017,CHARENTE,-2,moyenne_d_annee_de_construction,1984
880,2016,HAUTE GARONNE,4,moyenne_d_annee_de_construction,1989
881,2018,HAUTE GARONNE,5,moyenne_d_annee_de_construction,1992
882,2017,HAUTE GARONNE,6,moyenne_d_annee_de_construction,1993
883,2016,ARDECHE,5,moyenne_d_annee_de_construction,1987
884,2017,ARDECHE,3,moyenne_d_annee_de_construction,1986
885,2018,ARDECHE,4,moyenne_d_annee_de_construction,1987
886,2016,AISNE,5,moyenne_d_annee_de_construction,1980
887,2018,AISNE,4,moyenne_d_annee_de_construction,1981
888,2017,AISNE,10,moyenne_d_annee_de_construction,1982
889,2016,LOIR ET CHER,3,moyenne_d_annee_de_construction,1985
890,2018,LOIR ET CHER,1,moyenne_d_annee_de_construction,1985
891,2017,LOIR ET CHER,1,moyenne_d_annee_de_construction,1985
892,2016,GIRONDE,7,moyenne_d_annee_de_construction,1991
893,2018,GIRONDE,7,moyenne_d_annee_de_construction,1993
894,2017,GIRONDE,6,moyenne_d_annee_de_construction,1992
895,2016,VIENNE,-2,moyenne_d_annee_de_construction,1982
896,2017,VIENNE,-5,moyenne_d_annee_de_construction,1981
897,2018,VIENNE,-4,moyenne_d_annee_de_construction,1982
898,2016,TARN ET GARONNE,5,moyenne_d_annee_de_construction,1990
899,2018,TARN ET GARONNE,2,moyenne_d_annee_de_construction,1989
900,2017,TARN ET GARONNE,2,moyenne_d_annee_de_construction,1989
901,2016,MAINE ET LOIRE,-2,moyenne_d_annee_de_construction,1983
902,2018,MAINE ET LOIRE,-1,moyenne_d_annee_de_construction,1985
903,2017,MAINE ET LOIRE,-1,moyenne_d_annee_de_construction,1985
904,2016,AVEYRON,-11,moyenne_d_annee_de_construction,1974
905,2018,AVEYRON,-13,moyenne_d_annee_de_construction,1974
906,2017,AVEYRON,-13,moyenne_d_annee_de_construction,1974
907,2016,CREUSE,-7,moyenne_d_annee_de_construction,1977
908,2018,CREUSE,-8,moyenne_d_annee_de_construction,1978
909,2017,CREUSE,-9,moyenne_d_annee_de_construction,1977
910,2016,TARN,-14,moyenne_d_annee_de_construction,1971
911,2018,TARN,-14,moyenne_d_annee_de_construction,1973
912,2017,TARN,-15,moyenne_d_annee_de_construction,1972
913,2016,SEINE MARITIME,-2,moyenne_d_annee_de_construction,1978
914,2018,SEINE MARITIME,-3,moyenne_d_annee_de_construction,1979
915,2017,SEINE MARITIME,-3,moyenne_d_annee_de_construction,1979
916,2016,GARD,-4,moyenne_d_annee_de_construction,1981
917,2018,GARD,-5,moyenne_d_annee_de_construction,1982
918,2017,GARD,-5,moyenne_d_annee_de_construction,1982
919,2016,MANCHE,-1,moyenne_d_annee_de_construction,1979
920,2018,MANCHE,-3,moyenne_d_annee_de_construction,1979
921,2017,MANCHE,-3,moyenne_d_annee_de_construction,1979
922,2016,BAS RHIN,1,moyenne_d_annee_de_construction,1976
923,2018,BAS RHIN,0,moyenne_d_annee_de_construction,1977
924,2017,BAS RHIN,0,moyenne_d_annee_de_construction,1977
925,2016,SEINE ET MARNE,7,moyenne_d_annee_de_construction,1983
926,2018,SEINE ET MARNE,6,moyenne_d_annee_de_construction,1984
927,2017,SEINE ET MARNE,6,moyenne_d_annee_de_construction,1983
928,2016,HAUTE LOIRE,-4,moyenne_d_annee_de_construction,1978
929,2018,HAUTE LOIRE,-3,moyenne_d_annee_de_construction,1980
930,2017,HAUTE LOIRE,-4,moyenne_d_annee_de_construction,1979
931,2016,MEUSE,4,moyenne_d_annee_de_construction,1979
932,2017,MEUSE,3,moyenne_d_annee_de_construction,1980
933,2018,MEUSE,3,moyenne_d_annee_de_construction,1980
934,2016,SOMME,5,moyenne_d_annee_de_construction,1980
935,2018,SOMME,4,moyenne_d_annee_de_construction,1981
936,2017,SOMME,9,moyenne_d_annee_de_construction,1981
937,2016,ALPES DE HAUTE PROVENCE,8,moyenne_d_annee_de_construction,1990
938,2018,ALPES DE HAUTE PROVENCE,9,moyenne_d_annee_de_construction,1992
939,2017,ALPES DE HAUTE PROVENCE,10,moyenne_d_annee_de_construction,1992
940,2016,CHER,0,moyenne_d_annee_de_construction,1982
941,2018,CHER,-2,moyenne_d_annee_de_construction,1982
942,2017,CHER,-2,moyenne_d_annee_de_construction,1982
943,2016,MORBIHAN,1,moyenne_d_annee_de_construction,1989
944,2018,MORBIHAN,1,moyenne_d_annee_de_construction,1991
945,2017,MORBIHAN,3,moyenne_d_annee_de_construction,1992
946,2016,PUY DE DOME,-2,moyenne_d_annee_de_construction,1980
947,2017,PUY DE DOME,-3,moyenne_d_annee_de_construction,1980
948,2018,PUY DE DOME,-2,moyenne_d_annee_de_construction,1981
949,2016,HAUTE SAONE,2,moyenne_d_annee_de_construction,1981
950,2018,HAUTE SAONE,3,moyenne_d_annee_de_construction,1982
951,2017,HAUTE SAONE,3,moyenne_d_annee_de_construction,1982
952,2016,PAS DE CALAIS,-5,moyenne_d_annee_de_construction,1970
953,2018,PAS DE CALAIS,-6,moyenne_d_annee_de_construction,1971
954,2017,PAS DE CALAIS,-7,moyenne_d_annee_de_construction,1965
955,2016,AIN,7,moyenne_d_annee_de_construction,1989
956,2018,AIN,7,moyenne_d_annee_de_construction,1990
957,2017,AIN,6,moyenne_d_annee_de_construction,1989
958,2016,CALVADOS,4,moyenne_d_annee_de_construction,1984
959,2018,CALVADOS,3,moyenne_d_annee_de_construction,1985
960,2017,CALVADOS,3,moyenne_d_annee_de_construction,1985
961,2016,CORREZE,3,moyenne_d_annee_de_construction,1987
962,2018,CORREZE,6,moyenne_d_annee_de_construction,1992
963,2017,CORREZE,2,moyenne_d_annee_de_construction,1988
964,2016,ARDENNES,1,moyenne_d_annee_de_construction,1976
965,2018,ARDENNES,3,moyenne_d_annee_de_construction,1980
966,2017,ARDENNES,2,moyenne_d_annee_de_construction,1979
967,2016,NORD,2,moyenne_d_annee_de_construction,1977
968,2017,NORD,4,moyenne_d_annee_de_construction,1976
969,2018,NORD,1,moyenne_d_annee_de_construction,1978
970,2016,TERRITOIRE DE BELFORT,-1,moyenne_d_annee_de_construction,1978
971,2017,TERRITOIRE DE BELFORT,-1,moyenne_d_annee_de_construction,1978
972,2018,TERRITOIRE DE BELFORT,-1,moyenne_d_annee_de_construction,1978
973,2016,LOIRE ATLANTIQUE,3,moyenne_d_annee_de_construction,1988
974,2018,LOIRE ATLANTIQUE,4,moyenne_d_annee_de_construction,1990
975,2017,LOIRE ATLANTIQUE,3,moyenne_d_annee_de_construction,1989
976,2016,YONNE,2,moyenne_d_annee_de_construction,1981
977,2017,YONNE,2,moyenne_d_annee_de_construction,1981
978,2018,YONNE,2,moyenne_d_annee_de_construction,1981
979,2016,RHONE,-4,moyenne_d_annee_de_construction,1978
980,2018,RHONE,-4,moyenne_d_annee_de_construction,1979
981,2017,RHONE,-5,moyenne_d_annee_de_construction,1978
982,2016,ILLE ET VILAINE,-2,moyenne_d_annee_de_construction,1986
983,2018,ILLE ET VILAINE,-2,moyenne_d_annee_de_construction,1988
984,2017,ILLE ET VILAINE,-2,moyenne_d_annee_de_construction,1987
985,2016,LANDES,4,moyenne_d_annee_de_construction,1988
986,2018,LANDES,3,moyenne_d_annee_de_construction,1989
987,2017,LANDES,2,moyenne_d_annee_de_construction,1988
988,2016,FINISTERE,0,moyenne_d_annee_de_construction,1988
989,2018,FINISTERE,0,moyenne_d_annee_de_construction,1990
990,2017,FINISTERE,1,moyenne_d_annee_de_construction,1990
991,2016,HAUTE SAVOIE,6,moyenne_d_annee_de_construction,1988
992,2018,HAUTE SAVOIE,7,moyenne_d_annee_de_construction,1990
993,2017,HAUTE SAVOIE,6,moyenne_d_annee_de_construction,1989
994,2016,VAL D OISE,4,moyenne_d_annee_de_construction,1980
995,2018,VAL D OISE,4,moyenne_d_annee_de_construction,1982
996,2017,VAL D OISE,4,moyenne_d_annee_de_construction,1981
997,2016,DORDOGNE,-2,moyenne_d_annee_de_construction,1982
998,2018,DORDOGNE,-2,moyenne_d_annee_de_construction,1984
999,2017,DORDOGNE,-4,moyenne_d_annee_de_construction,1982
1000,2016,AUBE,5,moyenne_d_annee_de_construction,1980
1001,2017,AUBE,3,moyenne_d_annee_de_construction,1980
1002,2018,AUBE,4,moyenne_d_annee_de_construction,1981
1003,2016,ESSONNE,5,moyenne_d_annee_de_construction,1981
1004,2018,ESSONNE,4,moyenne_d_annee_de_construction,1982
1005,2017,ESSONNE,5,moyenne_d_annee_de_construction,1982
1006,2016,COTE D OR,3,moyenne_d_annee_de_construction,1982
1007,2017,COTE D OR,4,moyenne_d_annee_de_construction,1983
1008,2018,COTE D OR,4,moyenne_d_annee_de_construction,1983
1009,2016,MARNE,5,moyenne_d_annee_de_construction,1980
1010,2018,MARNE,4,moyenne_d_annee_de_construction,1981
1011,2017,MARNE,4,moyenne_d_annee_de_construction,1981
1012,2016,MEURTHE ET MOSELLE,1,moyenne_d_annee_de_construction,1976
1013,2017,MEURTHE ET MOSELLE,0,moyenne_d_annee_de_construction,1977
1014,2018,MEURTHE ET MOSELLE,0,moyenne_d_annee_de_construction,1977
1015,2016,JURA,3,moyenne_d_annee_de_construction,1982
1016,2018,JURA,3,moyenne_d_annee_de_construction,1982
1017,2017,JURA,2,moyenne_d_annee_de_construction,1981
1018,2016,COTES D ARMOR,1,moyenne_d_annee_de_construction,1989
1019,2018,COTES D ARMOR,3,moyenne_d_annee_de_construction,1993
1020,2017,COTES D ARMOR,1,moyenne_d_annee_de_construction,1990
1021,2016,HAUTES PYRENEES,-1,moyenne_d_annee_de_construction,1984
1022,2018,HAUTES PYRENEES,-2,moyenne_d_annee_de_construction,1985
1023,2017,HAUTES PYRENEES,1,moyenne_d_annee_de_construction,1988
1024,2016,HERAULT,4,moyenne_d_annee_de_construction,1989
1025,2018,HERAULT,4,moyenne_d_annee_de_construction,1991
1026,2017,HERAULT,3,moyenne_d_annee_de_construction,1990
1027,2016,SAONE ET LOIRE,-5,moyenne_d_annee_de_construction,1974
1028,2018,SAONE ET LOIRE,-4,moyenne_d_annee_de_construction,1975
1029,2017,SAONE ET LOIRE,-4,moyenne_d_annee_de_construction,1975
1030,2016,PYRENEES ATLANTIQUES,1,moyenne_d_annee_de_construction,1985
1031,2018,PYRENEES ATLANTIQUES,1,moyenne_d_annee_de_construction,1987
1032,2017,PYRENEES ATLANTIQUES,0,moyenne_d_annee_de_construction,1986
1033,2016,CHARENTE MARITIME,-2,moyenne_d_annee_de_construction,1982
1034,2017,CHARENTE MARITIME,1,moyenne_d_annee_de_construction,1987
1035,2018,CHARENTE MARITIME,-1,moyenne_d_annee_de_construction,1985
1036,2016,ORNE,-1,moyenne_d_annee_de_construction,1979
1037,2018,ORNE,-3,moyenne_d_annee_de_construction,1979
1038,2017,ORNE,-3,moyenne_d_annee_de_construction,1979
1039,2016,SAVOIE,-6,moyenne_d_annee_de_construction,1976
1040,2018,SAVOIE,-5,moyenne_d_annee_de_construction,1978
1041,2017,SAVOIE,-2,moyenne_d_annee_de_construction,1981
1042,2016,DEUX SEVRES,-2,moyenne_d_annee_de_construction,1982
1043,2018,DEUX SEVRES,-4,moyenne_d_annee_de_construction,1982
1044,2017,DEUX SEVRES,-2,moyenne_d_annee_de_construction,1984
1045,2016,AUDE,-7,moyenne_d_annee_de_construction,1978
1046,2017,AUDE,-6,moyenne_d_annee_de_construction,1981
1047,2018,AUDE,-6,moyenne_d_annee_de_construction,1981
1048,2016,DROME,3,moyenne_d_annee_de_construction,1985
1049,2017,DROME,2,moyenne_d_annee_de_construction,1985
1050,2018,DROME,3,moyenne_d_annee_de_construction,1986
1051,2016,EURE,4,moyenne_d_annee_de_construction,1984
1052,2018,EURE,3,moyenne_d_annee_de_construction,1985
1053,2017,EURE,4,moyenne_d_annee_de_construction,1986
1054,2016,HAUT RHIN,0,moyenne_d_annee_de_construction,1975
1055,2018,HAUT RHIN,-2,moyenne_d_annee_de_construction,1975
1056,2017,HAUT RHIN,-2,moyenne_d_annee_de_construction,1975
1057,2016,LOIRET,4,moyenne_d_annee_de_construction,1986
1058,2017,LOIRET,2,moyenne_d_annee_de_construction,1986
1059,2018,LOIRET,2,moyenne_d_annee_de_construction,1986
1060,2016,VAUCLUSE,-1,moyenne_d_annee_de_construction,1981
1061,2018,VAUCLUSE,-1,moyenne_d_annee_de_construction,1982
1062,2017,VAUCLUSE,0,moyenne_d_annee_de_construction,1982
1063,2016,INDRE,1,moyenne_d_annee_de_construction,1983
1064,2017,INDRE,1,moyenne_d_annee_de_construction,1985
1065,2018,INDRE,0,moyenne_d_annee_de_construction,1984
1066,2016,VOSGES,1,moyenne_d_annee_de_construction,1976
1067,2018,VOSGES,-1,moyenne_d_annee_de_construction,1976
1068,2017,VOSGES,-1,moyenne_d_annee_de_construction,1976
1069,2016,INDRE ET LOIRE,-1,moyenne_d_annee_de_construction,1981
1070,2018,INDRE ET LOIRE,-2,moyenne_d_annee_de_construction,1982
1071,2017,INDRE ET LOIRE,-3,moyenne_d_annee_de_construction,1981
1072,2016,SARTHE,-3,moyenne_d_annee_de_construction,1982
1073,2018,SARTHE,-3,moyenne_d_annee_de_construction,1983
1074,2017,SARTHE,-3,moyenne_d_annee_de_construction,1983
1075,2016,ALLIER,3,moyenne_d_annee_de_construction,1985
1076,2018,ALLIER,1,moyenne_d_annee_de_construction,1984
1077,2017,ALLIER,1,moyenne_d_annee_de_construction,1984
1078,2016,VENDEE,5,moyenne_d_annee_de_construction,1990
1079,2017,VENDEE,4,moyenne_d_annee_de_construction,1990
1080,2018,VENDEE,4,moyenne_d_annee_de_construction,1990
1081,2016,DOUBS,-1,moyenne_d_annee_de_construction,1978
1082,2017,DOUBS,0,moyenne_d_annee_de_construction,1979
1083,2018,DOUBS,0,moyenne_d_annee_de_construction,1979
1084,2016,HAUTE MARNE,0,moyenne_d_annee_de_construction,1975
1085,2018,HAUTE MARNE,-1,moyenne_d_annee_de_construction,1976
1086,2017,HAUTE MARNE,-2,moyenne_d_annee_de_construction,1975
1087,2016,VAR,3,moyenne_d_annee_de_construction,1985
1088,2018,VAR,4,moyenne_d_annee_de_construction,1987
1089,2017,VAR,4,moyenne_d_annee_de_construction,1986
1090,2016,HAUTE VIENNE,-7,moyenne_d_annee_de_construction,1977
1091,2017,HAUTE VIENNE,-8,moyenne_d_annee_de_construction,1978
1092,2018,HAUTE VIENNE,-7,moyenne_d_annee_de_construction,1979
1093,2016,PYRENEES ORIENTALES,4,moyenne_d_annee_de_construction,1989
1094,2018,PYRENEES ORIENTALES,4,moyenne_d_annee_de_construction,1991
1095,2017,PYRENEES ORIENTALES,3,moyenne_d_annee_de_construction,1990
1096,2016,VAL DE MARNE,-2,moyenne_d_annee_de_construction,1974
1097,2018,VAL DE MARNE,-2,moyenne_d_annee_de_construction,1976
1098,2017,VAL DE MARNE,-1,moyenne_d_annee_de_construction,1976
1099,2016,ARIEGE,-2,moyenne_d_annee_de_construction,1983
1100,2018,ARIEGE,-4,moyenne_d_annee_de_construction,1983
1101,2017,ARIEGE,-3,moyenne_d_annee_de_construction,1984
1102,2016,EURE ET LOIR,-3,moyenne_d_annee_de_construction,1979
1103,2018,EURE ET LOIR,-3,moyenne_d_annee_de_construction,1981
1104,2017,EURE ET LOIR,-3,moyenne_d_annee_de_construction,1981
1105,2016,HAUTS DE SEINE,-4,moyenne_d_annee_de_construction,1972
1106,2018,HAUTS DE SEINE,-6,moyenne_d_annee_de_construction,1972
1107,2017,HAUTS DE SEINE,-5,moyenne_d_annee_de_construction,1972
1108,2016,YVELINES,3,moyenne_d_annee_de_construction,1979
1109,2018,YVELINES,2,moyenne_d_annee_de_construction,1980
1110,2017,YVELINES,3,moyenne_d_annee_de_construction,1980
1111,2016,OISE,5,moyenne_d_annee_de_construction,1980
1112,2018,OISE,5,moyenne_d_annee_de_construction,1982
1113,2017,OISE,9,moyenne_d_annee_de_construction,1981
1114,2016,HAUTES ALPES,0,moyenne_d_annee_de_construction,1982
1115,2017,HAUTES ALPES,1,moyenne_d_annee_de_construction,1983
1116,2018,HAUTES ALPES,-1,moyenne_d_annee_de_construction,1982
1117,2017,LOT,1,moyenne_d_annee_de_construction,1988
1118,2018,LOT,-1,moyenne_d_annee_de_construction,1986
1119,2016,CANTAL,6,moyenne_d_annee_de_construction,1988
1120,2018,CANTAL,6,moyenne_d_annee_de_construction,1989
1121,2017,CANTAL,6,moyenne_d_annee_de_construction,1989
1122,2016,LOZERE,-4,moyenne_d_annee_de_construction,1981
1123,2017,LOZERE,-4,moyenne_d_annee_de_construction,1983
1124,2018,LOZERE,-5,moyenne_d_annee_de_construction,1982
1125,2016,BOUCHES DU RHONE,-2,moyenne_d_annee_de_construction,1980
1126,2018,BOUCHES DU RHONE,-2,moyenne_d_annee_de_construction,1981
1127,2017,BOUCHES DU RHONE,-2,moyenne_d_annee_de_construction,1980
1128,2016,NIEVRE,-2,moyenne_d_annee_de_construction,1977
1129,2018,NIEVRE,-3,moyenne_d_annee_de_construction,1976
1130,2017,NIEVRE,-2,moyenne_d_annee_de_construction,1977
1131,2016,PARIS,-13,moyenne_d_annee_de_construction,1963
1132,2018,PARIS,-16,moyenne_d_annee_de_construction,1962
1133,2017,PARIS,-16,moyenne_d_annee_de_construction,1961
